SN,SG,k
"[41, 175]","[[104, 7], [104, 11], [104, 17], [104, 19], [104, 28], [104, 57], [104, 63], [104, 73], [104, 78]]",2
"[175, 41, 6]","[[104, 7]]",3
"[41, 6, 4]","[[104, 7], [104, 57]]",3
"[6, 4, 83]","[[104, 7]]",3
"[4, 83, 41]","[[104, 7]]",3
"[83, 41, 175]","[[104, 7], [104, 78]]",3
"[175, 41, 6, 4]","[[104, 7]]",4
"[41, 6, 4, 83]","[[104, 7]]",4
"[6, 4, 83, 41]","[[104, 7]]",4
"[4, 83, 41, 175]","[[104, 7]]",4
"[175, 41, 6, 4, 83]","[[104, 7]]",5
"[41, 6, 4, 83, 41]","[[104, 7]]",5
"[6, 4, 83, 41, 175]","[[104, 7]]",5
"[175, 41, 6, 4, 83, 41]","[[104, 7]]",6
"[41, 6, 4, 83, 41, 175]","[[104, 7]]",6
"[175, 41, 6, 4, 83, 41, 175]","[[104, 7]]",7
"[4, 41, 175]","[[104, 11], [104, 28], [104, 57], [104, 73]]",3
"[41, 119]","[[104, 12]]",2
"[119, 220]","[[104, 12]]",2
"[220, 4]","[[104, 12], [104, 115]]",2
"[4, 47]","[[104, 12]]",2
"[47, 4]","[[104, 12]]",2
"[175, 41, 119]","[[104, 12]]",3
"[41, 119, 220]","[[104, 12]]",3
"[119, 220, 4]","[[104, 12]]",3
"[220, 4, 47]","[[104, 12]]",3
"[4, 47, 4]","[[104, 12]]",3
"[47, 4, 175]","[[104, 12]]",3
"[175, 41, 119, 220]","[[104, 12]]",4
"[41, 119, 220, 4]","[[104, 12]]",4
"[119, 220, 4, 47]","[[104, 12]]",4
"[220, 4, 47, 4]","[[104, 12]]",4
"[4, 47, 4, 175]","[[104, 12]]",4
"[175, 41, 119, 220, 4]","[[104, 12]]",5
"[41, 119, 220, 4, 47]","[[104, 12]]",5
"[119, 220, 4, 47, 4]","[[104, 12]]",5
"[220, 4, 47, 4, 175]","[[104, 12]]",5
"[175, 41, 119, 220, 4, 47]","[[104, 12]]",6
"[41, 119, 220, 4, 47, 4]","[[104, 12]]",6
"[119, 220, 4, 47, 4, 175]","[[104, 12]]",6
"[175, 41, 119, 220, 4, 47, 4]","[[104, 12]]",7
"[41, 119, 220, 4, 47, 4, 175]","[[104, 12]]",7
"[175, 41, 119, 220, 4, 47, 4, 175]","[[104, 12]]",8
"[0, 6, 4]","[[104, 14]]",3
"[6, 4, 175]","[[104, 14]]",3
"[0, 6, 4, 175]","[[104, 14]]",4
"[93, 175]","[[104, 15], [104, 22], [104, 48], [104, 76], [104, 104]]",2
"[4, 93, 175]","[[104, 15]]",3
"[175, 4, 83]","[[104, 16]]",3
"[175, 4, 83, 4]","[[104, 16]]",4
"[175, 41, 175]","[[104, 17]]",3
"[4, 221]","[[104, 19], [104, 29]]",2
"[221, 4]","[[104, 19], [104, 52], [104, 53], [104, 79], [104, 86]]",2
"[4, 49]","[[104, 19], [104, 44]]",2
"[49, 222]","[[104, 19]]",2
"[222, 28]","[[104, 19]]",2
"[28, 125]","[[104, 19]]",2
"[4, 220]","[[104, 19], [104, 115]]",2
"[220, 41]","[[104, 19], [134, 18], [174, 47]]",2
"[175, 4, 221]","[[104, 19], [104, 29]]",3
"[4, 221, 4]","[[104, 19]]",3
"[221, 4, 49]","[[104, 19]]",3
"[4, 49, 222]","[[104, 19]]",3
"[49, 222, 28]","[[104, 19]]",3
"[222, 28, 125]","[[104, 19]]",3
"[28, 125, 6]","[[104, 19]]",3
"[6, 4, 220]","[[104, 19]]",3
"[4, 220, 41]","[[104, 19]]",3
"[220, 41, 175]","[[104, 19]]",3
"[175, 4, 221, 4]","[[104, 19]]",4
"[4, 221, 4, 49]","[[104, 19]]",4
"[221, 4, 49, 222]","[[104, 19]]",4
"[4, 49, 222, 28]","[[104, 19]]",4
"[49, 222, 28, 125]","[[104, 19]]",4
"[222, 28, 125, 6]","[[104, 19]]",4
"[28, 125, 6, 4]","[[104, 19]]",4
"[125, 6, 4, 220]","[[104, 19]]",4
"[6, 4, 220, 41]","[[104, 19]]",4
"[4, 220, 41, 175]","[[104, 19]]",4
"[175, 4, 221, 4, 49]","[[104, 19]]",5
"[4, 221, 4, 49, 222]","[[104, 19]]",5
"[221, 4, 49, 222, 28]","[[104, 19]]",5
"[4, 49, 222, 28, 125]","[[104, 19]]",5
"[49, 222, 28, 125, 6]","[[104, 19]]",5
"[222, 28, 125, 6, 4]","[[104, 19]]",5
"[28, 125, 6, 4, 220]","[[104, 19]]",5
"[125, 6, 4, 220, 41]","[[104, 19]]",5
"[6, 4, 220, 41, 175]","[[104, 19]]",5
"[175, 4, 221, 4, 49, 222]","[[104, 19]]",6
"[4, 221, 4, 49, 222, 28]","[[104, 19]]",6
"[221, 4, 49, 222, 28, 125]","[[104, 19]]",6
"[4, 49, 222, 28, 125, 6]","[[104, 19]]",6
"[49, 222, 28, 125, 6, 4]","[[104, 19]]",6
"[222, 28, 125, 6, 4, 220]","[[104, 19]]",6
"[28, 125, 6, 4, 220, 41]","[[104, 19]]",6
"[125, 6, 4, 220, 41, 175]","[[104, 19]]",6
"[175, 4, 221, 4, 49, 222, 28]","[[104, 19]]",7
"[4, 221, 4, 49, 222, 28, 125]","[[104, 19]]",7
"[221, 4, 49, 222, 28, 125, 6]","[[104, 19]]",7
"[4, 49, 222, 28, 125, 6, 4]","[[104, 19]]",7
"[49, 222, 28, 125, 6, 4, 220]","[[104, 19]]",7
"[222, 28, 125, 6, 4, 220, 41]","[[104, 19]]",7
"[28, 125, 6, 4, 220, 41, 175]","[[104, 19]]",7
"[175, 4, 221, 4, 49, 222, 28, 125]","[[104, 19]]",8
"[4, 221, 4, 49, 222, 28, 125, 6]","[[104, 19]]",8
"[221, 4, 49, 222, 28, 125, 6, 4]","[[104, 19]]",8
"[4, 49, 222, 28, 125, 6, 4, 220]","[[104, 19]]",8
"[49, 222, 28, 125, 6, 4, 220, 41]","[[104, 19]]",8
"[222, 28, 125, 6, 4, 220, 41, 175]","[[104, 19]]",8
"[175, 4, 221, 4, 49, 222, 28, 125, 6]","[[104, 19]]",9
"[4, 221, 4, 49, 222, 28, 125, 6, 4]","[[104, 19]]",9
"[221, 4, 49, 222, 28, 125, 6, 4, 220]","[[104, 19]]",9
"[4, 49, 222, 28, 125, 6, 4, 220, 41]","[[104, 19]]",9
"[49, 222, 28, 125, 6, 4, 220, 41, 175]","[[104, 19]]",9
"[175, 4, 221, 4, 49, 222, 28, 125, 6, 4]","[[104, 19]]",10
"[4, 221, 4, 49, 222, 28, 125, 6, 4, 220]","[[104, 19]]",10
"[221, 4, 49, 222, 28, 125, 6, 4, 220, 41]","[[104, 19]]",10
"[4, 49, 222, 28, 125, 6, 4, 220, 41, 175]","[[104, 19]]",10
"[175, 4, 221, 4, 49, 222, 28, 125, 6, 4, 220]","[[104, 19]]",11
"[4, 221, 4, 49, 222, 28, 125, 6, 4, 220, 41]","[[104, 19]]",11
"[221, 4, 49, 222, 28, 125, 6, 4, 220, 41, 175]","[[104, 19]]",11
"[175, 4, 221, 4, 49, 222, 28, 125, 6, 4, 220, 41]","[[104, 19]]",12
"[4, 221, 4, 49, 222, 28, 125, 6, 4, 220, 41, 175]","[[104, 19]]",12
"[175, 4, 221, 4, 49, 222, 28, 125, 6, 4, 220, 41, 175]","[[104, 19]]",13
"[48, 93]","[[104, 22]]",2
"[0, 48, 93]","[[104, 22]]",3
"[48, 93, 175]","[[104, 22]]",3
"[0, 48, 93, 175]","[[104, 22]]",4
"[175, 220]","[[104, 24]]",2
"[220, 175]","[[104, 24]]",2
"[175, 49]","[[104, 24], [104, 37]]",2
"[175, 220, 175]","[[104, 24]]",3
"[220, 175, 49]","[[104, 24]]",3
"[175, 220, 175, 49]","[[104, 24]]",4
"[0, 5]","[[104, 25]]",2
"[5, 6]","[[104, 25]]",2
"[6, 175]","[[104, 25], [104, 62], [104, 74], [104, 80], [104, 111]]",2
"[0, 5, 6]","[[104, 25]]",3
"[5, 6, 175]","[[104, 25]]",3
"[0, 5, 6, 175]","[[104, 25]]",4
"[47, 49]","[[104, 27]]",2
"[49, 175]","[[104, 27], [104, 52], [104, 55], [104, 94]]",2
"[47, 49, 175]","[[104, 27]]",3
"[6, 4, 41]","[[104, 28], [104, 57]]",3
"[6, 4, 41, 175]","[[104, 28], [104, 57]]",4
"[6, 41]","[[104, 31], [104, 101], [104, 110], [134, 70]]",2
"[223, 159]","[[104, 34]]",2
"[159, 4]","[[104, 34]]",2
"[223, 159, 4]","[[104, 34]]",3
"[159, 4, 175]","[[104, 34]]",3
"[175, 4, 41]","[[104, 34], [104, 73], [104, 83], [104, 91]]",3
"[223, 159, 4, 175]","[[104, 34]]",4
"[159, 4, 175, 4]","[[104, 34]]",4
"[4, 175, 4, 41]","[[104, 34]]",4
"[223, 159, 4, 175, 4]","[[104, 34]]",5
"[159, 4, 175, 4, 41]","[[104, 34]]",5
"[223, 159, 4, 175, 4, 41]","[[104, 34]]",6
"[20, 223]","[[104, 35]]",2
"[223, 41]","[[104, 35]]",2
"[20, 223, 41]","[[104, 35]]",3
"[0, 36]","[[104, 36]]",2
"[0, 49]","[[104, 37], [104, 43], [104, 52]]",2
"[175, 49, 0]","[[104, 37]]",3
"[49, 0, 49]","[[104, 37]]",3
"[0, 49, 4]","[[104, 37]]",3
"[175, 49, 0, 49]","[[104, 37]]",4
"[49, 0, 49, 4]","[[104, 37]]",4
"[175, 49, 0, 49, 4]","[[104, 37]]",5
"[219, 140]","[[104, 38]]",2
"[221, 139]","[[104, 41]]",2
"[228, 224]","[[104, 43]]",2
"[224, 93]","[[104, 43]]",2
"[4, 157]","[[104, 43]]",2
"[157, 0]","[[104, 43]]",2
"[228, 224, 93]","[[104, 43]]",3
"[224, 93, 4]","[[104, 43]]",3
"[93, 4, 157]","[[104, 43]]",3
"[4, 157, 0]","[[104, 43]]",3
"[157, 0, 49]","[[104, 43]]",3
"[228, 224, 93, 4]","[[104, 43]]",4
"[224, 93, 4, 157]","[[104, 43]]",4
"[93, 4, 157, 0]","[[104, 43]]",4
"[4, 157, 0, 49]","[[104, 43]]",4
"[228, 224, 93, 4, 157]","[[104, 43]]",5
"[224, 93, 4, 157, 0]","[[104, 43]]",5
"[93, 4, 157, 0, 49]","[[104, 43]]",5
"[228, 224, 93, 4, 157, 0]","[[104, 43]]",6
"[224, 93, 4, 157, 0, 49]","[[104, 43]]",6
"[228, 224, 93, 4, 157, 0, 49]","[[104, 43]]",7
"[221, 21]","[[104, 46]]",2
"[225, 21]","[[104, 49], [104, 82]]",2
"[21, 175]","[[104, 49], [104, 72]]",2
"[225, 21, 175]","[[104, 49]]",3
"[21, 175, 4]","[[104, 49]]",3
"[225, 21, 175, 4]","[[104, 49]]",4
"[225, 223]","[[104, 51]]",2
"[223, 219]","[[104, 51]]",2
"[225, 223, 219]","[[104, 51]]",3
"[221, 4, 0]","[[104, 52]]",3
"[4, 0, 49]","[[104, 52]]",3
"[0, 49, 175]","[[104, 52]]",3
"[221, 4, 0, 49]","[[104, 52]]",4
"[4, 0, 49, 175]","[[104, 52]]",4
"[221, 4, 0, 49, 175]","[[104, 52]]",5
"[175, 221]","[[104, 53], [104, 66], [104, 80], [104, 86]]",2
"[175, 221, 4]","[[104, 53], [104, 86]]",3
"[180, 49]","[[104, 55]]",2
"[175, 180, 49]","[[104, 55]]",3
"[180, 49, 175]","[[104, 55]]",3
"[175, 180, 49, 175]","[[104, 55]]",4
"[92, 4]","[[104, 56], [104, 84]]",2
"[92, 4, 41]","[[104, 56]]",3
"[41, 6, 4, 41]","[[104, 57]]",4
"[41, 6, 4, 41, 175]","[[104, 57]]",5
"[21, 62]","[[104, 59]]",2
"[4, 21, 62]","[[104, 59]]",3
"[175, 0]","[[104, 61], [104, 93]]",2
"[6, 223]","[[104, 62]]",2
"[223, 6]","[[104, 62]]",2
"[175, 227]","[[104, 62], [104, 63]]",2
"[20, 6, 223]","[[104, 62]]",3
"[6, 223, 6]","[[104, 62]]",3
"[223, 6, 175]","[[104, 62]]",3
"[6, 175, 227]","[[104, 62]]",3
"[20, 6, 223, 6]","[[104, 62]]",4
"[6, 223, 6, 175]","[[104, 62]]",4
"[223, 6, 175, 227]","[[104, 62]]",4
"[20, 6, 223, 6, 175]","[[104, 62]]",5
"[6, 223, 6, 175, 227]","[[104, 62]]",5
"[20, 6, 223, 6, 175, 227]","[[104, 62]]",6
"[219, 0]","[[104, 63]]",2
"[0, 78]","[[104, 63], [134, 61]]",2
"[78, 41]","[[104, 63]]",2
"[219, 0, 78]","[[104, 63]]",3
"[0, 78, 41]","[[104, 63]]",3
"[78, 41, 175]","[[104, 63]]",3
"[41, 175, 227]","[[104, 63]]",3
"[219, 0, 78, 41]","[[104, 63]]",4
"[0, 78, 41, 175]","[[104, 63]]",4
"[78, 41, 175, 227]","[[104, 63]]",4
"[219, 0, 78, 41, 175]","[[104, 63]]",5
"[0, 78, 41, 175, 227]","[[104, 63]]",5
"[219, 0, 78, 41, 175, 227]","[[104, 63]]",6
"[226, 200]","[[104, 65]]",2
"[200, 225]","[[104, 65]]",2
"[226, 200, 225]","[[104, 65]]",3
"[175, 92]","[[104, 66], [104, 74], [104, 84]]",2
"[4, 118]","[[104, 66]]",2
"[118, 175]","[[104, 66]]",2
"[221, 219]","[[104, 66], [104, 80]]",2
"[175, 92, 20]","[[104, 66]]",3
"[20, 4, 118]","[[104, 66]]",3
"[4, 118, 175]","[[104, 66]]",3
"[118, 175, 221]","[[104, 66]]",3
"[175, 221, 219]","[[104, 66], [104, 80]]",3
"[175, 92, 20, 4]","[[104, 66]]",4
"[92, 20, 4, 118]","[[104, 66]]",4
"[20, 4, 118, 175]","[[104, 66]]",4
"[4, 118, 175, 221]","[[104, 66]]",4
"[118, 175, 221, 219]","[[104, 66]]",4
"[175, 92, 20, 4, 118]","[[104, 66]]",5
"[92, 20, 4, 118, 175]","[[104, 66]]",5
"[20, 4, 118, 175, 221]","[[104, 66]]",5
"[4, 118, 175, 221, 219]","[[104, 66]]",5
"[175, 92, 20, 4, 118, 175]","[[104, 66]]",6
"[92, 20, 4, 118, 175, 221]","[[104, 66]]",6
"[20, 4, 118, 175, 221, 219]","[[104, 66]]",6
"[175, 92, 20, 4, 118, 175, 221]","[[104, 66]]",7
"[92, 20, 4, 118, 175, 221, 219]","[[104, 66]]",7
"[175, 92, 20, 4, 118, 175, 221, 219]","[[104, 66]]",8
"[36, 175]","[[104, 67]]",2
"[221, 175]","[[104, 68]]",2
"[4, 223]","[[104, 70], [104, 112]]",2
"[223, 175]","[[104, 70]]",2
"[175, 4, 223]","[[104, 70]]",3
"[4, 223, 175]","[[104, 70]]",3
"[175, 4, 223, 175]","[[104, 70]]",4
"[175, 21]","[[104, 71], [174, 68]]",2
"[92, 175, 21]","[[104, 71]]",3
"[175, 4, 41, 175]","[[104, 73]]",4
"[175, 6]","[[104, 74], [104, 101]]",2
"[175, 92, 175]","[[104, 74]]",3
"[92, 175, 6]","[[104, 74]]",3
"[175, 6, 175]","[[104, 74]]",3
"[175, 92, 175, 6]","[[104, 74]]",4
"[92, 175, 6, 175]","[[104, 74]]",4
"[175, 92, 175, 6, 175]","[[104, 74]]",5
"[180, 196]","[[104, 77]]",2
"[196, 20]","[[104, 77]]",2
"[175, 180, 196]","[[104, 77]]",3
"[180, 196, 20]","[[104, 77]]",3
"[196, 20, 0]","[[104, 77]]",3
"[20, 0, 17]","[[104, 77]]",3
"[175, 180, 196, 20]","[[104, 77]]",4
"[180, 196, 20, 0]","[[104, 77]]",4
"[196, 20, 0, 17]","[[104, 77]]",4
"[175, 180, 196, 20, 0]","[[104, 77]]",5
"[180, 196, 20, 0, 17]","[[104, 77]]",5
"[175, 180, 196, 20, 0, 17]","[[104, 77]]",6
"[221, 83]","[[104, 78]]",2
"[221, 83, 41]","[[104, 78]]",3
"[221, 83, 41, 175]","[[104, 78]]",4
"[6, 175, 221]","[[104, 80]]",3
"[6, 175, 221, 219]","[[104, 80]]",4
"[0, 227]","[[104, 81]]",2
"[36, 21, 78]","[[104, 81]]",3
"[78, 21, 0]","[[104, 81]]",3
"[21, 0, 227]","[[104, 81]]",3
"[36, 21, 78, 21]","[[104, 81]]",4
"[21, 78, 21, 0]","[[104, 81]]",4
"[78, 21, 0, 227]","[[104, 81]]",4
"[36, 21, 78, 21, 0]","[[104, 81]]",5
"[21, 78, 21, 0, 227]","[[104, 81]]",5
"[36, 21, 78, 21, 0, 227]","[[104, 81]]",6
"[0, 175]","[[104, 84]]",2
"[175, 92, 4]","[[104, 84]]",3
"[92, 4, 20]","[[104, 84]]",3
"[20, 0, 175]","[[104, 84]]",3
"[175, 92, 4, 20]","[[104, 84]]",4
"[92, 4, 20, 0]","[[104, 84]]",4
"[4, 20, 0, 175]","[[104, 84]]",4
"[175, 92, 4, 20, 0]","[[104, 84]]",5
"[92, 4, 20, 0, 175]","[[104, 84]]",5
"[175, 92, 4, 20, 0, 175]","[[104, 84]]",6
"[175, 93]","[[104, 85], [104, 90]]",2
"[175, 93, 20]","[[104, 85]]",3
"[93, 20, 4]","[[104, 85]]",3
"[175, 93, 20, 4]","[[104, 85]]",4
"[221, 4, 46]","[[104, 86]]",3
"[175, 221, 4, 46]","[[104, 86]]",4
"[175, 5]","[[104, 87]]",2
"[5, 4]","[[104, 87]]",2
"[175, 5, 4]","[[104, 87]]",3
"[5, 4, 175]","[[104, 87]]",3
"[175, 5, 4, 175]","[[104, 87]]",4
"[219, 228]","[[104, 88]]",2
"[175, 78]","[[104, 89]]",2
"[41, 229]","[[104, 93]]",2
"[229, 175]","[[104, 93]]",2
"[4, 41, 229]","[[104, 93]]",3
"[41, 229, 175]","[[104, 93]]",3
"[229, 175, 0]","[[104, 93]]",3
"[4, 41, 229, 175]","[[104, 93]]",4
"[41, 229, 175, 0]","[[104, 93]]",4
"[4, 41, 229, 175, 0]","[[104, 93]]",5
"[0, 242]","[[104, 94], [174, 11]]",2
"[242, 49]","[[104, 94]]",2
"[0, 242, 49]","[[104, 94]]",3
"[242, 49, 175]","[[104, 94]]",3
"[0, 242, 49, 175]","[[104, 94]]",4
"[175, 196]","[[104, 95]]",2
"[196, 175]","[[104, 95]]",2
"[175, 196, 175]","[[104, 95]]",3
"[180, 175]","[[104, 99], [104, 101]]",2
"[93, 180, 175]","[[104, 99]]",3
"[6, 159]","[[104, 100]]",2
"[159, 6]","[[104, 100]]",2
"[4, 21, 41]","[[104, 100]]",3
"[41, 4, 41]","[[104, 100]]",3
"[4, 41, 6]","[[104, 100]]",3
"[41, 6, 159]","[[104, 100]]",3
"[6, 159, 6]","[[104, 100]]",3
"[4, 21, 41, 4]","[[104, 100]]",4
"[21, 41, 4, 41]","[[104, 100]]",4
"[41, 4, 41, 6]","[[104, 100]]",4
"[4, 41, 6, 159]","[[104, 100]]",4
"[41, 6, 159, 6]","[[104, 100]]",4
"[4, 21, 41, 4, 41]","[[104, 100]]",5
"[21, 41, 4, 41, 6]","[[104, 100]]",5
"[41, 4, 41, 6, 159]","[[104, 100]]",5
"[4, 41, 6, 159, 6]","[[104, 100]]",5
"[4, 21, 41, 4, 41, 6]","[[104, 100]]",6
"[21, 41, 4, 41, 6, 159]","[[104, 100]]",6
"[41, 4, 41, 6, 159, 6]","[[104, 100]]",6
"[4, 21, 41, 4, 41, 6, 159]","[[104, 100]]",7
"[21, 41, 4, 41, 6, 159, 6]","[[104, 100]]",7
"[4, 21, 41, 4, 41, 6, 159, 6]","[[104, 100]]",8
"[41, 25, 49]","[[104, 101]]",3
"[25, 49, 4]","[[104, 101]]",3
"[4, 180, 175]","[[104, 101]]",3
"[180, 175, 6]","[[104, 101]]",3
"[175, 6, 41]","[[104, 101]]",3
"[6, 41, 0]","[[104, 101]]",3
"[20, 175, 41, 25]","[[104, 101]]",4
"[175, 41, 25, 49]","[[104, 101]]",4
"[41, 25, 49, 4]","[[104, 101]]",4
"[25, 49, 4, 180]","[[104, 101]]",4
"[49, 4, 180, 175]","[[104, 101]]",4
"[4, 180, 175, 6]","[[104, 101]]",4
"[180, 175, 6, 41]","[[104, 101]]",4
"[175, 6, 41, 0]","[[104, 101]]",4
"[20, 175, 41, 25, 49]","[[104, 101]]",5
"[175, 41, 25, 49, 4]","[[104, 101]]",5
"[41, 25, 49, 4, 180]","[[104, 101]]",5
"[25, 49, 4, 180, 175]","[[104, 101]]",5
"[49, 4, 180, 175, 6]","[[104, 101]]",5
"[4, 180, 175, 6, 41]","[[104, 101]]",5
"[180, 175, 6, 41, 0]","[[104, 101]]",5
"[20, 175, 41, 25, 49, 4]","[[104, 101]]",6
"[175, 41, 25, 49, 4, 180]","[[104, 101]]",6
"[41, 25, 49, 4, 180, 175]","[[104, 101]]",6
"[25, 49, 4, 180, 175, 6]","[[104, 101]]",6
"[49, 4, 180, 175, 6, 41]","[[104, 101]]",6
"[4, 180, 175, 6, 41, 0]","[[104, 101]]",6
"[20, 175, 41, 25, 49, 4, 180]","[[104, 101]]",7
"[175, 41, 25, 49, 4, 180, 175]","[[104, 101]]",7
"[41, 25, 49, 4, 180, 175, 6]","[[104, 101]]",7
"[25, 49, 4, 180, 175, 6, 41]","[[104, 101]]",7
"[49, 4, 180, 175, 6, 41, 0]","[[104, 101]]",7
"[20, 175, 41, 25, 49, 4, 180, 175]","[[104, 101]]",8
"[175, 41, 25, 49, 4, 180, 175, 6]","[[104, 101]]",8
"[41, 25, 49, 4, 180, 175, 6, 41]","[[104, 101]]",8
"[25, 49, 4, 180, 175, 6, 41, 0]","[[104, 101]]",8
"[20, 175, 41, 25, 49, 4, 180, 175, 6]","[[104, 101]]",9
"[175, 41, 25, 49, 4, 180, 175, 6, 41]","[[104, 101]]",9
"[41, 25, 49, 4, 180, 175, 6, 41, 0]","[[104, 101]]",9
"[20, 175, 41, 25, 49, 4, 180, 175, 6, 41]","[[104, 101]]",10
"[175, 41, 25, 49, 4, 180, 175, 6, 41, 0]","[[104, 101]]",10
"[20, 175, 41, 25, 49, 4, 180, 175, 6, 41, 0]","[[104, 101]]",11
"[10, 245]","[[104, 102]]",2
"[245, 4]","[[104, 102]]",2
"[10, 245, 4]","[[104, 102]]",3
"[245, 4, 175]","[[104, 102]]",3
"[175, 4, 6]","[[104, 102]]",3
"[10, 245, 4, 175]","[[104, 102]]",4
"[245, 4, 175, 4]","[[104, 102]]",4
"[4, 175, 4, 6]","[[104, 102]]",4
"[175, 4, 6, 4]","[[104, 102]]",4
"[10, 245, 4, 175, 4]","[[104, 102]]",5
"[245, 4, 175, 4, 6]","[[104, 102]]",5
"[4, 175, 4, 6, 4]","[[104, 102]]",5
"[10, 245, 4, 175, 4, 6]","[[104, 102]]",6
"[245, 4, 175, 4, 6, 4]","[[104, 102]]",6
"[10, 245, 4, 175, 4, 6, 4]","[[104, 102]]",7
"[219, 227]","[[104, 105], [104, 108]]",2
"[219, 175]","[[104, 107], [104, 109]]",2
"[175, 219]","[[104, 107]]",2
"[219, 175, 219]","[[104, 107]]",3
"[228, 219]","[[104, 108]]",2
"[228, 219, 227]","[[104, 108]]",3
"[219, 175, 4]","[[104, 109]]",3
"[41, 230]","[[104, 110], [168, 89]]",2
"[230, 6]","[[104, 110]]",2
"[175, 41, 230]","[[104, 110]]",3
"[41, 230, 6]","[[104, 110]]",3
"[230, 6, 41]","[[104, 110]]",3
"[175, 41, 230, 6]","[[104, 110]]",4
"[41, 230, 6, 41]","[[104, 110]]",4
"[175, 41, 230, 6, 41]","[[104, 110]]",5
"[41, 159]","[[104, 111]]",2
"[159, 162]","[[104, 111]]",2
"[162, 6]","[[104, 111]]",2
"[175, 41, 159]","[[104, 111]]",3
"[41, 159, 162]","[[104, 111]]",3
"[159, 162, 6]","[[104, 111]]",3
"[162, 6, 175]","[[104, 111]]",3
"[175, 41, 159, 162]","[[104, 111]]",4
"[41, 159, 162, 6]","[[104, 111]]",4
"[159, 162, 6, 175]","[[104, 111]]",4
"[175, 41, 159, 162, 6]","[[104, 111]]",5
"[41, 159, 162, 6, 175]","[[104, 111]]",5
"[175, 41, 159, 162, 6, 175]","[[104, 111]]",6
"[223, 21]","[[104, 112]]",2
"[175, 4, 93]","[[104, 112]]",3
"[93, 4, 223]","[[104, 112]]",3
"[4, 223, 21]","[[104, 112]]",3
"[223, 21, 4]","[[104, 112]]",3
"[175, 4, 93, 4]","[[104, 112]]",4
"[4, 93, 4, 223]","[[104, 112]]",4
"[93, 4, 223, 21]","[[104, 112]]",4
"[4, 223, 21, 4]","[[104, 112]]",4
"[175, 4, 93, 4, 223]","[[104, 112]]",5
"[4, 93, 4, 223, 21]","[[104, 112]]",5
"[93, 4, 223, 21, 4]","[[104, 112]]",5
"[175, 4, 93, 4, 223, 21]","[[104, 112]]",6
"[4, 93, 4, 223, 21, 4]","[[104, 112]]",6
"[175, 4, 93, 4, 223, 21, 4]","[[104, 112]]",7
"[21, 219]","[[104, 113]]",2
"[6, 21, 219]","[[104, 113]]",3
"[0, 4, 220]","[[104, 115]]",3
"[4, 220, 4]","[[104, 115]]",3
"[220, 4, 175]","[[104, 115]]",3
"[0, 4, 220, 4]","[[104, 115]]",4
"[4, 220, 4, 175]","[[104, 115]]",4
"[0, 4, 220, 4, 175]","[[104, 115]]",5
"[118, 224]","[[134, 15]]",2
"[0, 6, 118]","[[134, 15]]",3
"[6, 118, 224]","[[134, 15]]",3
"[0, 6, 118, 224]","[[134, 15]]",4
"[6, 220]","[[134, 18]]",2
"[6, 220, 41]","[[134, 18]]",3
"[191, 18]","[[134, 34]]",2
"[191, 18, 0]","[[134, 34]]",3
"[0, 191]","[[134, 39], [134, 40], [134, 42], [134, 48]]",2
"[6, 78]","[[134, 44]]",2
"[0, 6, 78]","[[134, 44]]",3
"[6, 78, 0]","[[134, 44]]",3
"[0, 6, 78, 0]","[[134, 44]]",4
"[41, 30]","[[134, 53]]",2
"[118, 6]","[[134, 70]]",2
"[118, 6, 41]","[[134, 70]]",3
"[0, 231]","[[147, 3], [147, 53], [147, 54]]",2
"[40, 25]","[[147, 13], [147, 49]]",2
"[0, 30, 25]","[[147, 16], [147, 33]]",3
"[25, 40]","[[147, 23], [147, 41], [147, 75]]",2
"[0, 40, 25]","[[147, 49]]",3
"[30, 83]","[[147, 57], [147, 60]]",2
"[25, 30, 83]","[[147, 57], [147, 60]]",3
"[25, 140]","[[147, 62]]",2
"[140, 171]","[[147, 62]]",2
"[25, 140, 171]","[[147, 62]]",3
"[4, 97]","[[147, 63]]",2
"[25, 0, 83]","[[147, 64], [147, 70], [147, 77]]",3
"[118, 69]","[[147, 65]]",2
"[118, 69, 25]","[[147, 65]]",3
"[25, 20, 4]","[[147, 68]]",3
"[25, 40, 83]","[[147, 75]]",3
"[118, 139]","[[147, 78]]",2
"[4, 0, 25]","[[147, 82], [147, 83]]",3
"[193, 165]","[[168, 1]]",2
"[193, 165, 0]","[[168, 1]]",3
"[232, 50]","[[168, 15]]",2
"[83, 234]","[[168, 18], [168, 92]]",2
"[69, 38]","[[168, 22]]",2
"[69, 38, 0]","[[168, 22]]",3
"[118, 235]","[[168, 23]]",2
"[83, 237]","[[168, 25], [168, 31]]",2
"[233, 178]","[[168, 28]]",2
"[83, 62]","[[168, 29], [168, 35], [168, 45], [168, 48]]",2
"[62, 234]","[[168, 29], [168, 35], [168, 87]]",2
"[83, 62, 234]","[[168, 29], [168, 35]]",3
"[230, 178]","[[168, 30]]",2
"[233, 232]","[[168, 32]]",2
"[232, 0]","[[168, 32]]",2
"[233, 232, 0]","[[168, 32]]",3
"[83, 117]","[[168, 33]]",2
"[30, 236]","[[168, 34]]",2
"[18, 235]","[[168, 39]]",2
"[235, 234]","[[168, 39]]",2
"[83, 18, 235]","[[168, 39]]",3
"[18, 235, 234]","[[168, 39]]",3
